Date,FilingID,Company,Shares,Value
2022-01-27,2022-01-27_0001193125-22-019964_d241860d485bpos.htm,"Zoom Video Communications, Inc., Class A (b)",3147555,823085632
2022-01-27,2022-01-27_0001193125-22-019964_d241860d485bpos.htm,"O’Reilly Automotive, Inc. (b)",901552,550902365
2022-01-27,2022-01-27_0001193125-22-019964_d241860d485bpos.htm,"Ross Stores, Inc.",4669130,508234801
2022-01-27,2022-01-27_0001193125-22-019964_d241860d485bpos.htm,"Apple, Inc.",142024095,20096409443
2022-01-27,2022-01-27_0001193125-22-019964_d241860d485bpos.htm,"lululemon athletica, inc. (b)",1633702,661159199
2022-01-27,2022-01-27_0001193125-22-019964_d241860d485bpos.htm,Fastenal Co.,7514289,387812455
2022-01-27,2022-01-27_0001193125-22-019964_d241860d485bpos.htm,"T-Mobile US, Inc. (b)",16316191,2084556562
2023-01-27,2023-01-27_0001193125-23-017732_d365144d485bpos.htm,"Lucid Group, Inc. (b)",24636760,344175537
2023-01-27,2023-01-27_0001193125-23-017732_d365144d485bpos.htm,"Tesla, Inc. (b)",27507993,7296495144
2023-01-27,2023-01-27_0001193125-23-017732_d365144d485bpos.htm,"Keurig Dr Pepper, Inc.",20793849,744835671
2023-01-27,2023-01-27_0001193125-23-017732_d365144d485bpos.htm,Monster Beverage Corp. (b),7736594,672774214
2023-01-27,2023-01-27_0001193125-23-017732_d365144d485bpos.htm,"PepsiCo, Inc.",20262288,3308021139
2023-01-27,2023-01-27_0001193125-23-017732_d365144d485bpos.htm,"Amgen, Inc.",7854766,1770464256
2023-01-27,2023-01-27_0001193125-23-017732_d365144d485bpos.htm,"Biogen, Inc. (b)",2130859,568939353
2023-01-27,2023-01-27_0001193125-23-017732_d365144d485bpos.htm,"Gilead Sciences, Inc.",18404123,1135350348
2023-01-27,2023-01-27_0001193125-23-017732_d365144d485bpos.htm,"Moderna, Inc. (b)",5744219,679253897
2023-01-27,2023-01-27_0001193125-23-017732_d365144d485bpos.htm,"Regeneron Pharmaceuticals, Inc. (b)",1573892,1084206982
2023-01-27,2023-01-27_0001193125-23-017732_d365144d485bpos.htm,"Seagen, Inc. (b)",2708232,370567385
2023-01-27,2023-01-27_0001193125-23-017732_d365144d485bpos.htm,"Vertex Pharmaceuticals, Inc. (b)",3765739,1090332070
2023-01-27,2023-01-27_0001193125-23-017732_d365144d485bpos.htm,Cintas Corp.,1498338,581639829
2023-01-27,2023-01-27_0001193125-23-017732_d365144d485bpos.htm,"Copart, Inc. (b)",3489628,371296419
2023-01-27,2023-01-27_0001193125-23-017732_d365144d485bpos.htm,"Cisco Systems, Inc.",60804908,2432196320
2023-01-27,2023-01-27_0001193125-23-017732_d365144d485bpos.htm,"American Electric Power Co., Inc.",7543536,652138687
2023-01-27,2023-01-27_0001193125-23-017732_d365144d485bpos.htm,Constellation Energy Corp.,4796179,398994131
2023-01-27,2023-01-27_0001193125-23-017732_d365144d485bpos.htm,Exelon Corp.,14587611,546451908
2023-01-27,2023-01-27_0001193125-23-017732_d365144d485bpos.htm,"Xcel Energy, Inc.",8031858,514038912
2023-01-27,2023-01-27_0001193125-23-017732_d365144d485bpos.htm,"Activision Blizzard, Inc.",11486970,853941350
2023-01-27,2023-01-27_0001193125-23-017732_d365144d485bpos.htm,"Electronic Arts, Inc.",4082718,472411299
2023-01-27,2023-01-27_0001193125-23-017732_d365144d485bpos.htm,"NetEase, Inc., ADR (China)",2384673,180281279
2023-01-27,2023-01-27_0001193125-23-017732_d365144d485bpos.htm,"Netflix, Inc. (b)",6529918,1537403894
2023-01-27,2023-01-27_0001193125-23-017732_d365144d485bpos.htm,Costco Wholesale Corp.,6504342,3071805596
2023-01-27,2023-01-27_0001193125-23-017732_d365144d485bpos.htm,"Walgreens Boots Alliance, Inc.",12690497,398481606
2023-01-27,2023-01-27_0001193125-23-017732_d365144d485bpos.htm,Kraft Heinz Co. (The),17994141,600104603
2023-01-27,2023-01-27_0001193125-23-017732_d365144d485bpos.htm,"Mondelez International, Inc., Class A",20124970,1103452105
2023-01-27,2023-01-27_0001193125-23-017732_d365144d485bpos.htm,"Align Technology, Inc. (b)",1146968,237548543
2023-01-27,2023-01-27_0001193125-23-017732_d365144d485bpos.htm,"DexCom, Inc. (b)",5764539,464275971
2023-01-27,2023-01-27_0001193125-23-017732_d365144d485bpos.htm,"IDEXX Laboratories, Inc. (b)",1222639,398335786
2023-01-27,2023-01-27_0001193125-23-017732_d365144d485bpos.htm,"Intuitive Surgical, Inc. (b)",5243710,982881002
2023-01-27,2023-01-27_0001193125-23-017732_d365144d485bpos.htm,"Airbnb, Inc., Class A (b)",5861272,615668011
2023-01-27,2023-01-27_0001193125-23-017732_d365144d485bpos.htm,"Booking Holdings, Inc. (b)",583079,958121243
2023-01-27,2023-01-27_0001193125-23-017732_d365144d485bpos.htm,"Marriott International, Inc., Class A",4765640,667856790
2023-01-27,2023-01-27_0001193125-23-017732_d365144d485bpos.htm,Starbucks Corp.,16848107,1419621496
2023-01-27,2023-01-27_0001193125-23-017732_d365144d485bpos.htm,"Honeywell International, Inc.",9892289,1651715494
2023-01-27,2023-01-27_0001193125-23-017732_d365144d485bpos.htm,"Alphabet, Inc., Class A (b)",53067751,5075930383
2023-01-27,2023-01-27_0001193125-23-017732_d365144d485bpos.htm,"Alphabet, Inc., Class C (b)",54546187,5244615880
2023-01-27,2023-01-27_0001193125-23-017732_d365144d485bpos.htm,"Baidu, Inc., ADR (China) (b)",2672818,314029387
2023-01-27,2023-01-27_0001193125-23-017732_d365144d485bpos.htm,"Match Group, Inc. (b)",4155358,198418344
2023-01-27,2023-01-27_0001193125-23-017732_d365144d485bpos.htm,"Meta Platforms, Inc., Class A (b)",30225048,4100934513
2023-01-27,2023-01-27_0001193125-23-017732_d365144d485bpos.htm,"Amazon.com, Inc. (b)",90165635,10188716755
2023-01-27,2023-01-27_0001193125-23-017732_d365144d485bpos.htm,"eBay, Inc.",8066742,296936773
2023-01-27,2023-01-27_0001193125-23-017732_d365144d485bpos.htm,"JD.com, Inc., ADR (China)",7409897,372717819
2023-01-27,2023-01-27_0001193125-23-017732_d365144d485bpos.htm,"MercadoLibre, Inc. (Brazil) (b)",739181,611879248
2023-01-27,2023-01-27_0001193125-23-017732_d365144d485bpos.htm,"Pinduoduo, Inc., ADR (China) (b)",6873107,430119036
2023-01-27,2023-01-27_0001193125-23-017732_d365144d485bpos.htm,"Automatic Data Processing, Inc.",6101485,1380094892
2023-01-27,2023-01-27_0001193125-23-017732_d365144d485bpos.htm,"Cognizant Technology Solutions Corp., Class A",7602975,436714884
2023-01-27,2023-01-27_0001193125-23-017732_d365144d485bpos.htm,"Fiserv, Inc. (b)",9391463,878759193
2023-01-27,2023-01-27_0001193125-23-017732_d365144d485bpos.htm,"Okta, Inc. (b)",2214309,125927753
2023-01-27,2023-01-27_0001193125-23-017732_d365144d485bpos.htm,"Paychex, Inc.",5284802,593007632
2023-01-27,2023-01-27_0001193125-23-017732_d365144d485bpos.htm,"PayPal Holdings, Inc. (b)",16981368,1461586344
2023-01-27,2023-01-27_0001193125-23-017732_d365144d485bpos.htm,"VeriSign, Inc. (b)",1575241,273619362
2023-01-27,2023-01-27_0001193125-23-017732_d365144d485bpos.htm,"Illumina, Inc. (b)",2309784,440683689
2023-01-27,2023-01-27_0001193125-23-017732_d365144d485bpos.htm,"PACCAR, Inc.",5105882,427311265
2023-01-27,2023-01-27_0001193125-23-017732_d365144d485bpos.htm,"Charter Communications, Inc., Class A (b)",2358958,715589909
2023-01-27,2023-01-27_0001193125-23-017732_d365144d485bpos.htm,"Comcast Corp., Class A",64664235,1896602013
2023-01-27,2023-01-27_0001193125-23-017732_d365144d485bpos.htm,"Sirius XM Holdings, Inc.",57181465,326506165
2023-01-27,2023-01-27_0001193125-23-017732_d365144d485bpos.htm,"Dollar Tree, Inc. (b)",3288179,447521162
2023-01-27,2023-01-27_0001193125-23-017732_d365144d485bpos.htm,"AstraZeneca PLC, ADR (United Kingdom)",8690590,476591956
2023-01-27,2023-01-27_0001193125-23-017732_d365144d485bpos.htm,"Verisk Analytics, Inc.",2304691,393018956
2023-01-27,2023-01-27_0001193125-23-017732_d365144d485bpos.htm,CSX Corp.,31441176,837592929
2023-01-27,2023-01-27_0001193125-23-017732_d365144d485bpos.htm,"Old Dominion Freight Line, Inc.",1641186,408277841
2023-01-27,2023-01-27_0001193125-23-017732_d365144d485bpos.htm,"Advanced Micro Devices, Inc. (b)",23704270,1501902547
2023-01-27,2023-01-27_0001193125-23-017732_d365144d485bpos.htm,"Analog Devices, Inc.",7552484,1052363121
2023-01-27,2023-01-27_0001193125-23-017732_d365144d485bpos.htm,"Applied Materials, Inc.",12632538,1034983838
2023-01-27,2023-01-27_0001193125-23-017732_d365144d485bpos.htm,"ASML Holding N.V., New York Shares (Netherlands)",1264161,525069271
2023-01-27,2023-01-27_0001193125-23-017732_d365144d485bpos.htm,"Broadcom, Inc.",5946647,2640370735
2023-01-27,2023-01-27_0001193125-23-017732_d365144d485bpos.htm,Intel Corp.,60291099,1553701621
2023-01-27,2023-01-27_0001193125-23-017732_d365144d485bpos.htm,KLA Corp.,2082158,630123476
2023-01-27,2023-01-27_0001193125-23-017732_d365144d485bpos.htm,Lam Research Corp.,2011519,736215954
2023-01-27,2023-01-27_0001193125-23-017732_d365144d485bpos.htm,"Marvell Technology, Inc.",12519369,537206124
2023-01-27,2023-01-27_0001193125-23-017732_d365144d485bpos.htm,"Microchip Technology, Inc.",8112482,495104777
2023-01-27,2023-01-27_0001193125-23-017732_d365144d485bpos.htm,"Micron Technology, Inc.",16198242,811531924
2023-01-27,2023-01-27_0001193125-23-017732_d365144d485bpos.htm,NVIDIA Corp.,31014619,3764864600
2023-01-27,2023-01-27_0001193125-23-017732_d365144d485bpos.htm,NXP Semiconductors N.V. (China),3855995,568797822
2023-01-27,2023-01-27_0001193125-23-017732_d365144d485bpos.htm,"QUALCOMM, Inc.",16489959,1863035568
2023-01-27,2023-01-27_0001193125-23-017732_d365144d485bpos.htm,"Skyworks Solutions, Inc.",2355948,200891686
2023-01-27,2023-01-27_0001193125-23-017732_d365144d485bpos.htm,"Texas Instruments, Inc.",13416639,2076627384
2023-01-27,2023-01-27_0001193125-23-017732_d365144d485bpos.htm,"Adobe, Inc. (b)",6871947,1891159814
2023-01-27,2023-01-27_0001193125-23-017732_d365144d485bpos.htm,"ANSYS, Inc. (b)",1278556,283455865
2023-01-27,2023-01-27_0001193125-23-017732_d365144d485bpos.htm,"Atlassian Corp. PLC, Class A (b)",2127487,448027487
2023-01-27,2023-01-27_0001193125-23-017732_d365144d485bpos.htm,"Autodesk, Inc. (b)",3169781,592115091
2023-01-27,2023-01-27_0001193125-23-017732_d365144d485bpos.htm,"Cadence Design Systems, Inc. (b)",4021599,657249925
2023-01-27,2023-01-27_0001193125-23-017732_d365144d485bpos.htm,"Crowdstrike Holdings, Inc., Class A (b)",3154518,519896112
2023-01-27,2023-01-27_0001193125-23-017732_d365144d485bpos.htm,"Datadog, Inc., Class A (b)",4270245,379112351
2023-01-27,2023-01-27_0001193125-23-017732_d365144d485bpos.htm,"DocuSign, Inc. (b)",2935882,156981610
2023-01-27,2023-01-27_0001193125-23-017732_d365144d485bpos.htm,"Fortinet, Inc. (b)",11578453,568849396
2023-01-27,2023-01-27_0001193125-23-017732_d365144d485bpos.htm,"Intuit, Inc.",4141901,1604241095
2023-01-27,2023-01-27_0001193125-23-017732_d365144d485bpos.htm,Microsoft Corp.,66006680,15372955772
2023-01-27,2023-01-27_0001193125-23-017732_d365144d485bpos.htm,"Palo Alto Networks, Inc. (b)",4389078,718887086
2023-01-27,2023-01-27_0001193125-23-017732_d365144d485bpos.htm,"Splunk, Inc. (b)",2389053,179656786
2023-01-27,2023-01-27_0001193125-23-017732_d365144d485bpos.htm,"Synopsys, Inc. (b)",2245317,685966797
2023-01-27,2023-01-27_0001193125-23-017732_d365144d485bpos.htm,"Workday, Inc., Class A (b)",2951464,449271850
2023-01-27,2023-01-27_0001193125-23-017732_d365144d485bpos.htm,"Zoom Video Communications, Inc., Class A (b)",3685217,271195119
2023-01-27,2023-01-27_0001193125-23-017732_d365144d485bpos.htm,"Zscaler, Inc. (b)",2083012,342384682
2023-01-27,2023-01-27_0001193125-23-017732_d365144d485bpos.htm,"O’Reilly Automotive, Inc. (b)",929744,653935442
2023-01-27,2023-01-27_0001193125-23-017732_d365144d485bpos.htm,"Ross Stores, Inc.",5138400,433012968
2023-01-27,2023-01-27_0001193125-23-017732_d365144d485bpos.htm,"Apple, Inc.",142235301,19656918598
2023-01-27,2023-01-27_0001193125-23-017732_d365144d485bpos.htm,"lululemon athletica, inc. (b)",1796194,502143995
2023-01-27,2023-01-27_0001193125-23-017732_d365144d485bpos.htm,Fastenal Co.,8438449,388506192
2023-01-27,2023-01-27_0001193125-23-017732_d365144d485bpos.htm,"T-Mobile US, Inc. (b)",18414124,2470623017
2024-01-26,2024-01-26_0001193125-24-016662_d881880d485bpos.htm,"Lucid Group, Inc. (b)",38717100,216428589
2024-01-26,2024-01-26_0001193125-24-016662_d881880d485bpos.htm,"Tesla, Inc. (b)",25213437,6308906206
2024-01-26,2024-01-26_0001193125-24-016662_d881880d485bpos.htm,"Keurig Dr Pepper, Inc.",23804146,751496889
2024-01-26,2024-01-26_0001193125-24-016662_d881880d485bpos.htm,Monster Beverage Corp. (b),17845845,944937493
2024-01-26,2024-01-26_0001193125-24-016662_d881880d485bpos.htm,"PepsiCo, Inc.",23451829,3973677906
2024-01-26,2024-01-26_0001193125-24-016662_d881880d485bpos.htm,"Amgen, Inc.",9112755,2449144034
2024-01-26,2024-01-26_0001193125-24-016662_d881880d485bpos.htm,"Biogen, Inc. (b)",2467286,634117175
2024-01-26,2024-01-26_0001193125-24-016662_d881880d485bpos.htm,"Gilead Sciences, Inc.",21227555,1590792971
2024-01-26,2024-01-26_0001193125-24-016662_d881880d485bpos.htm,"Moderna, Inc. (b)",6483868,669718726
2024-01-26,2024-01-26_0001193125-24-016662_d881880d485bpos.htm,"Regeneron Pharmaceuticals, Inc. (b)",1818471,1496528894
2024-01-26,2024-01-26_0001193125-24-016662_d881880d485bpos.htm,"Seagen, Inc. (b)",3197608,678372537
2024-01-26,2024-01-26_0001193125-24-016662_d881880d485bpos.htm,"Vertex Pharmaceuticals, Inc. (b)",4397035,1529024951
2024-01-26,2024-01-26_0001193125-24-016662_d881880d485bpos.htm,"Amazon.com, Inc. (b)",81961539,10418950838
2024-01-26,2024-01-26_0001193125-24-016662_d881880d485bpos.htm,"eBay, Inc.",9066014,399720557
2024-01-26,2024-01-26_0001193125-24-016662_d881880d485bpos.htm,"JD.com, Inc., ADR (China)",7726676,225078072
2024-01-26,2024-01-26_0001193125-24-016662_d881880d485bpos.htm,"MercadoLibre, Inc. (Brazil) (b)",853387,1081992309
2024-01-26,2024-01-26_0001193125-24-016662_d881880d485bpos.htm,"PDD Holdings, Inc., ADR (China) (b)",11099480,1088526004
2024-01-26,2024-01-26_0001193125-24-016662_d881880d485bpos.htm,Cintas Corp.,1733329,833748582
2024-01-26,2024-01-26_0001193125-24-016662_d881880d485bpos.htm,"Copart, Inc. (b)",16267641,700972651
2024-01-26,2024-01-26_0001193125-24-016662_d881880d485bpos.htm,"Cisco Systems, Inc.",69423882,3732227896
2024-01-26,2024-01-26_0001193125-24-016662_d881880d485bpos.htm,Costco Wholesale Corp.,7555276,4268428729
2024-01-26,2024-01-26_0001193125-24-016662_d881880d485bpos.htm,"Dollar Tree, Inc. (b)",3748109,398986203
2024-01-26,2024-01-26_0001193125-24-016662_d881880d485bpos.htm,"Walgreens Boots Alliance, Inc.",14706740,327077898
2024-01-26,2024-01-26_0001193125-24-016662_d881880d485bpos.htm,"American Electric Power Co., Inc.",8776711,660184201
2024-01-26,2024-01-26_0001193125-24-016662_d881880d485bpos.htm,Constellation Energy Corp.,5478693,597615833
2024-01-26,2024-01-26_0001193125-24-016662_d881880d485bpos.htm,Exelon Corp.,16954883,640725029
2024-01-26,2024-01-26_0001193125-24-016662_d881880d485bpos.htm,"Xcel Energy, Inc.",9395978,537637861
2024-01-26,2024-01-26_0001193125-24-016662_d881880d485bpos.htm,"Baker Hughes Co., Class A",17200814,607532751
2024-01-26,2024-01-26_0001193125-24-016662_d881880d485bpos.htm,"Electronic Arts, Inc.",4615381,555691872
2024-01-26,2024-01-26_0001193125-24-016662_d881880d485bpos.htm,"Netflix, Inc. (b)",7549592,2850725939
2024-01-26,2024-01-26_0001193125-24-016662_d881880d485bpos.htm,"Warner Bros Discovery, Inc. (b)",41524044,450951118
2024-01-26,2024-01-26_0001193125-24-016662_d881880d485bpos.htm,"PayPal Holdings, Inc. (b)",18706523,1093583335
2024-01-26,2024-01-26_0001193125-24-016662_d881880d485bpos.htm,Kraft Heinz Co. (The),20925552,703935569
2024-01-26,2024-01-26_0001193125-24-016662_d881880d485bpos.htm,"Mondelez International, Inc., Class A",23176461,1608446394
2024-01-26,2024-01-26_0001193125-24-016662_d881880d485bpos.htm,CSX Corp.,34180339,1051045424
2024-01-26,2024-01-26_0001193125-24-016662_d881880d485bpos.htm,"Old Dominion Freight Line, Inc.",1861523,761623520
2024-01-26,2024-01-26_0001193125-24-016662_d881880d485bpos.htm,"Align Technology, Inc. (b)",1303858,398093925
2024-01-26,2024-01-26_0001193125-24-016662_d881880d485bpos.htm,"DexCom, Inc. (b)",6607873,616514551
2024-01-26,2024-01-26_0001193125-24-016662_d881880d485bpos.htm,"GE HealthCare Technologies, Inc.",7748752,527225086
2024-01-26,2024-01-26_0001193125-24-016662_d881880d485bpos.htm,"IDEXX Laboratories, Inc. (b)",1414239,618404287
2024-01-26,2024-01-26_0001193125-24-016662_d881880d485bpos.htm,"Intuitive Surgical, Inc. (b)",5985880,1749612865
2024-01-26,2024-01-26_0001193125-24-016662_d881880d485bpos.htm,"Airbnb, Inc., Class A (b)",7263577,996635400
2024-01-26,2024-01-26_0001193125-24-016662_d881880d485bpos.htm,"Booking Holdings, Inc. (b)",608116,1875399338
2024-01-26,2024-01-26_0001193125-24-016662_d881880d485bpos.htm,"Marriott International, Inc., Class A",5080865,998694825
2024-01-26,2024-01-26_0001193125-24-016662_d881880d485bpos.htm,Starbucks Corp.,19513285,1780977522
2024-01-26,2024-01-26_0001193125-24-016662_d881880d485bpos.htm,"Honeywell International, Inc.",11311512,2089688727
2024-01-26,2024-01-26_0001193125-24-016662_d881880d485bpos.htm,"Alphabet, Inc., Class A (b)",47130270,6167467132
2024-01-26,2024-01-26_0001193125-24-016662_d881880d485bpos.htm,"Alphabet, Inc., Class C (b)",46081680,6075869508
2024-01-26,2024-01-26_0001193125-24-016662_d881880d485bpos.htm,"Meta Platforms, Inc., Class A (b)",24748106,7429628902
2024-01-26,2024-01-26_0001193125-24-016662_d881880d485bpos.htm,"Cognizant Technology Solutions Corp., Class A",8604039,582837602
2024-01-26,2024-01-26_0001193125-24-016662_d881880d485bpos.htm,"Illumina, Inc. (b)",2696875,370227000
2024-01-26,2024-01-26_0001193125-24-016662_d881880d485bpos.htm,"PACCAR, Inc.",8906669,757244998
2024-01-26,2024-01-26_0001193125-24-016662_d881880d485bpos.htm,"Charter Communications, Inc., Class A (b)",2549791,1121449078
2024-01-26,2024-01-26_0001193125-24-016662_d881880d485bpos.htm,"Comcast Corp., Class A",70116181,3108951465
2024-01-26,2024-01-26_0001193125-24-016662_d881880d485bpos.htm,"Sirius XM Holdings, Inc.",65460203,295880117
2024-01-26,2024-01-26_0001193125-24-016662_d881880d485bpos.htm,"Trade Desk, Inc. (The), Class A (b)",7600938,594013305
2024-01-26,2024-01-26_0001193125-24-016662_d881880d485bpos.htm,"Diamondback Energy, Inc.",3046425,471830304
2024-01-26,2024-01-26_0001193125-24-016662_d881880d485bpos.htm,"AstraZeneca PLC, ADR (United Kingdom)",9924629,672095876
2024-01-26,2024-01-26_0001193125-24-016662_d881880d485bpos.htm,"Automatic Data Processing, Inc.",7018694,1688557403
2024-01-26,2024-01-26_0001193125-24-016662_d881880d485bpos.htm,"Paychex, Inc.",6142325,708394342
2024-01-26,2024-01-26_0001193125-24-016662_d881880d485bpos.htm,"Verisk Analytics, Inc.",2470654,583667301
2024-01-26,2024-01-26_0001193125-24-016662_d881880d485bpos.htm,"CoStar Group, Inc. (b)",6956540,534888361
2024-01-26,2024-01-26_0001193125-24-016662_d881880d485bpos.htm,"Advanced Micro Devices, Inc. (b)",27525121,2830132941
2024-01-26,2024-01-26_0001193125-24-016662_d881880d485bpos.htm,"Analog Devices, Inc.",8489420,1486412548
2024-01-26,2024-01-26_0001193125-24-016662_d881880d485bpos.htm,"Applied Materials, Inc.",14251422,1973109376
2024-01-26,2024-01-26_0001193125-24-016662_d881880d485bpos.htm,"ASML Holding N.V., New York Shares (Netherlands)",1477302,869628595
2024-01-26,2024-01-26_0001193125-24-016662_d881880d485bpos.htm,"Broadcom, Inc.",7030604,5839479070
2024-01-26,2024-01-26_0001193125-24-016662_d881880d485bpos.htm,"Enphase Energy, Inc. (b)",2323005,279109051
2024-01-26,2024-01-26_0001193125-24-016662_d881880d485bpos.htm,"GLOBALFOUNDRIES, Inc. (b)",9331736,543013718
2024-01-26,2024-01-26_0001193125-24-016662_d881880d485bpos.htm,Intel Corp.,71348005,2536421578
2024-01-26,2024-01-26_0001193125-24-016662_d881880d485bpos.htm,KLA Corp.,2329141,1068283811
2024-01-26,2024-01-26_0001193125-24-016662_d881880d485bpos.htm,Lam Research Corp.,2257525,1414948944
2024-01-26,2024-01-26_0001193125-24-016662_d881880d485bpos.htm,"Marvell Technology, Inc.",14698918,795652431
